微信支付账单明细,,,,,,,,
微信昵称：[可口可爱],,,,,,,,
起始时间：[2019-11-28 00:00:00] 终止时间：[2019-12-28 10:49:16],,,,,,,,
导出类型：[全部],,,,,,,,
导出时间：[2019-12-28 10:50:11],,,,,,,,
,,,,,,,,
共147笔记录,,,,,,,,
收入：147笔 44104.00元,,,,,,,,
支出：0笔 0.00元,,,,,,,,
中性交易：0笔 0.00元,,,,,,,,
注：,,,,,,,,
1. 充值/提现/理财通购买/零钱通存取/信用卡还款等交易，将计入中性交易,,,,,,,,
2. 本明细仅展示当前账单中的交易，不包括已删除的记录,,,,,,,,
3. 本明细仅供个人对账使用,,,,,,,,
,,,,,,,,
----------------------微信支付账单明细列表--------------------,,,,,,,,
交易时间,交易类型,交易对方,商品,收/支,金额(元),支付方式,当前状态,交易单号,商户单号,备注
2019-12-08 14:45:44,微信红包,Jun-桃桃🍑,"/",收入,¥200.00,/,已存入零钱,1000039401000912087004004367797	,1000039401201912087004004367797	,"/"
2019-12-08 14:45:40,微信红包,Jun-桃桃🍑,"/",收入,¥178.00,/,已存入零钱,1000039401000912087003643693839	,1000039401201912087003643693839	,"/"
2019-12-07 22:17:56,微信红包,Jun-桃桃🍑,"/",收入,¥118.00,/,已存入零钱,1000039401000912077017393235729	,1000039401201912077017393235729	,"/"
2019-12-07 22:06:06,微信红包,Jun-桃桃🍑,"/",收入,¥20.00,/,已存入零钱,1000039401000912077017104680793	,1000039401201912077017104680793	,"/"
2019-12-07 13:55:21,微信红包,Ying-桃桃🍑,"/",收入,¥130.00,/,已存入零钱,1000039401000912077006091773789	,1000039401201912077006091773789	,"/"
2019-12-07 13:11:35,微信红包,Jun-桃桃🍑,"/",收入,¥58.00,/,已存入零钱,1000039401000912077004984448738	,1000039401201912077004984448738	,"/"
2019-12-07 13:11:30,微信红包,Jun-桃桃🍑,"/",收入,¥200.00,/,已存入零钱,1000039401000912077004974775871	,1000039401201912077004974775871	,"/"
2019-12-06 16:26:47,微信红包,Ying-桃桃🍑,"/",收入,¥100.00,/,已存入零钱,1000039401000912067009554109813	,1000039401201912067009554109813	,"/"
2019-12-06 16:26:43,微信红包,Ying-桃桃🍑,"/",收入,¥200.00,/,已存入零钱,1000039401000912067008881261861	,1000039401201912067008881261861	,"/"
2019-12-06 16:26:40,微信红包,Ying-桃桃🍑,"/",收入,¥200.00,/,已存入零钱,1000039401000912067009543278734	,1000039401201912067009543278734	,"/"
